movieId,clean_title,title,year,genres,tags,rating_count,mean_rating,weighted_rating,rating_std,tag_count,imdbId,tmdbId
318,"Shawshank Redemption, The","Shawshank Redemption, The (1994)",1994.0,Crime|Drama,Morgan Freeman|Stephen King|prison|wrongful imprisonment,317,4.429022082018927,4.403417217339118,0.7130186250284238,4,111161,278.0
858,"Godfather, The","Godfather, The (1972)",1972.0,Crime|Drama,Mafia,192,4.2890625,4.253801058967923,0.904343883679015,1,68646,238.0
2959,Fight Club,Fight Club (1999),1999.0,Action|Crime|Drama|Thriller,Brad Pitt|Chuck Palahniuk|David Fincher|Edward Norton|Nudity (Topless)|Palahnuik|TERRORISM|action|atmospheric|based on a book|challenging|classic|clever|complicated|consumerism|crime|dark|dark comedy|disturbing|double life|fighting|great acting|helena bonham carter|imaginary friend|imdb top 250|mental illness|mind-blowing|mindfuck|narrated|philosophical|philosophy|postmodern|powerful ending|psychological|psychological thriller|psychology|quirky|satirical|schizophrenia|social commentary|societal criticism|stylized|surreal|thought-provoking|twist|twist ending|violence|violent,218,4.272935779816514,4.242352479526664,0.8613843779335714,54,137523,550.0
1221,"Godfather: Part II, The","Godfather: Part II, The (1974)",1974.0,Crime|Drama,Al Pacino|Mafia,129,4.25968992248062,4.210246469946034,0.8030721655622084,3,71562,240.0
50,"Usual Suspects, The","Usual Suspects, The (1995)",1995.0,Crime|Mystery|Thriller,heist|mindfuck|suspense|thriller|tricky|twist ending,204,4.237745098039215,4.206638557993204,0.8009211530017211,6,114814,629.0
260,Star Wars: Episode IV - A New Hope,Star Wars: Episode IV - A New Hope (1977),1977.0,Action|Adventure|Sci-Fi,EPIC|Nerd|ROBOTS AND ANDROIDS|Star Wars|action|classic|classic sci-fi|darth vader|engrossing adventure|great soundtrack|luke skywalker|oldie but goodie|sci-fi|space|space action|space adventure|space epic|space opera,251,4.231075697211155,4.2058231263559716,0.8720036916475826,26,76759,11.0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964.0,Comedy|War,Atomic bomb|Quirky|Slim Pickens|black comedy|dark comedy|purity of essence|satire,97,4.268041237113402,4.20296238540144,0.8070711440852788,10,57012,935.0
1213,Goodfellas,Goodfellas (1990),1990.0,Crime|Drama,Mafia,126,4.25,4.200103798907797,0.6833739825307954,1,99685,769.0
527,Schindler's List,Schindler's List (1993),1993.0,Drama|War,Holocaust|based on a true story|biography|disturbing|holocaust|moving|thought-provoking,220,4.225,4.196567741714203,0.9759961542704384,7,108052,424.0
58559,"Dark Knight, The","Dark Knight, The (2008)",2008.0,Action|Crime|Drama|IMAX,dark|gritty|psychology|superhero,149,4.238255033557047,4.196291220585776,0.7249974198869505,4,468569,155.0
48516,"Departed, The","Departed, The (2006)",2006.0,Crime|Drama|Thriller,Jack Nicholson|Leonardo DiCaprio|Martin Scorsese|atmospheric|suspense|twist ending|undercover cop|way too long,107,4.252336448598131,4.19408631769442,0.6915044842748121,10,407887,1422.0
1197,"Princess Bride, The","Princess Bride, The (1987)",1987.0,Action|Adventure|Comedy|Fantasy|Romance,Inigo Montoya|six-fingered man,142,4.232394366197183,4.1888345222023355,0.8135858196438052,2,93779,2493.0
904,Rear Window,Rear Window (1954),1954.0,Mystery|Thriller,James Stewart|imdb top 250|mystery|photographer|photography|voyeurism,84,4.261904761904762,4.188322718844652,0.7857012464364238,6,47396,567.0
1196,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back (1980),1980.0,Action|Adventure|Sci-Fi,George Lucas|Harrison Ford|I am your father|classic|music|original plot|sci-fi|sequel|space|space opera,211,4.2156398104265405,4.186427331147966,0.8421581929938285,10,80684,1891.0
912,Casablanca,Casablanca (1942),1942.0,Drama|Romance,start of a beautiful friendship,100,4.24,4.179027640849107,0.9002805398902336,1,34583,289.0
296,Pulp Fiction,Pulp Fiction (1994),1994.0,Comedy|Crime|Drama|Thriller,1990s|AWESOME|Black comedy|Harvey Keitel|Highly quotable|John Travolta|Mafia|Palme d'Or|Quentin Tarantino|Quotable|Roger Avary|Samuel L. Jackson|Steve Buscemi|Tarantino|Uma Thurman|achronological|action|action packed|aggressive|amazing|amazing dialogues|anthology|assassin|atmospheric|bad ass|bad language|bad-ass|bible|biblical references|big boys with guns|big name actors|black humor|black humour|blood|blood splatters|bloody|bruce willis|brutality|casual violence|character development|characters|classic|classic movie|coke|comedy|conversation|cool|cool style|crime|crime scene scrubbing|cult|cult classic|cult film|dance|dancing|dark|dark comedy|dark humor|dialogue|different|diner|disjointed timeline|disturbing|drama|drug overdose|drugs|drugs & music|ensemble cast|entertaining|entirely dialogue|episodic|exciting|fast paced|fast-paced|film noir|film-noir|foul language|fun|funny|gangster,307,4.197068403908795,4.177259534343522,0.9519971466349252,181,110912,680.0
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1981.0,Action|Adventure,Steven Spielberg|adventure|archaeology|ark of the covenant|indiana jones|treasure hunt,200,4.2075,4.177100539964367,0.7945756745034187,8,82971,85.0
1104,"Streetcar Named Desire, A","Streetcar Named Desire, A (1951)",1951.0,Drama,Tennessee Williams,20,4.475,4.172896994915609,0.6584471365105534,1,44081,702.0
2571,"Matrix, The","Matrix, The (1999)",1999.0,Action|Sci-Fi|Thriller,alternate universe|martial arts|philosophy|post apocalyptic|sci-fi,278,4.192446043165468,4.170780532587292,0.9752425167066034,5,133093,603.0
2329,American History X,American History X (1998),1998.0,Crime|Drama,edward norton|emotional|politics|racism|thought-provoking,129,4.217054263565892,4.170391397482266,0.643006127377462,5,120586,73.0
1204,Lawrence of Arabia,Lawrence of Arabia (1962),1962.0,Adventure|Drama|War,Middle East,45,4.3,4.166926163936161,0.8353007079652649,1,56172,947.0
1276,Cool Hand Luke,Cool Hand Luke (1967),1967.0,Drama,prison,57,4.271929824561403,4.166878982614434,0.6201250985443274,1,61512,903.0
1208,Apocalypse Now,Apocalypse Now (1979),1979.0,Action|Drama|War,Vietnam,107,4.219626168224299,4.163913903901316,0.8332069498003221,1,78788,28.0
1193,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest (1975),1975.0,Drama,emotional|jack nicholson|mental illness,133,4.203007518796992,4.158549386285582,0.7588807397844317,3,73486,510.0
1089,Reservoir Dogs,Reservoir Dogs (1992),1992.0,Crime|Mystery|Thriller,Quentin Tarantino|Tarantino|ensemble cast|heist|humorous|neo-noir|nonlinear|religion|stylized|violence,131,4.202290076335878,4.157242948946805,0.7888127055513403,11,105236,500.0
356,Forrest Gump,Forrest Gump (1994),1994.0,Comedy|Drama|Romance|War,Vietnam|bittersweet|bubba gump shrimp|emotional|heartwarming|lieutenant dan|shrimp|stupid is as stupid does|touching,329,4.164133738601824,4.146491162285658,0.8312435184333795,9,109830,13.0
593,"Silence of the Lambs, The","Silence of the Lambs, The (1991)",1991.0,Crime|Horror|Thriller,Hannibal Lector|disturbing|drama|gothic|psychology|suspense,279,4.161290322580645,4.14067365573803,0.853983335734232,6,102926,274.0
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le)","Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",2001.0,Comedy|Romance,whimsical,120,4.183333333333334,4.1357675414926565,0.8862472418402597,1,211915,194.0
922,Sunset Blvd. (a.k.a. Sunset Boulevard),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1950.0,Drama|Film-Noir|Romance,eerie|movie business|movies,27,4.333333333333333,4.12538924590424,0.6650621717611763,3,43014,599.0
1136,Monty Python and the Holy Grail,Monty Python and the Holy Grail (1975),1975.0,Adventure|Comedy|Fantasy,England|King Arthur|Monty Python|british comedy,136,4.161764705882353,4.120786295534846,0.9065244025257829,4,71853,762.0
898,"Philadelphia Story, The","Philadelphia Story, The (1940)",1940.0,Comedy|Drama|Romance,divorce,29,4.310344827586207,4.118789811909281,0.7839209269463556,1,32904,981.0
7361,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind (2004),2004.0,Drama|Romance|Sci-Fi,Jim Carrey|alternate reality|arthouse|artistic|atmospheric|beautiful|bittersweet|colourful|comedy|cult film|dreamlike|emotional|feel-good|happpiness|humane|imagination|insightful|intelligent|jim carrey|love|lovely|melancholy|memory|mind-bending|philosophy|quirky|quirky romantic|romantic|surreal|surrealism|thought-provoking,131,4.1603053435114505,4.117957234661091,0.7752596973633046,34,338013,38.0
1252,Chinatown,Chinatown (1974),1974.0,Crime|Film-Noir|Mystery|Thriller,incest,59,4.211864406779661,4.1178531301845975,0.7779470653392173,1,71315,829.0
2028,Saving Private Ryan,Saving Private Ryan (1998),1998.0,Action|Drama|War,World War II,188,4.1462765957446805,4.116822400266765,0.8117696836802664,1,120815,857.0
1225,Amadeus,Amadeus (1984),1984.0,Drama,Mozart|Salieri,76,4.184210526315789,4.111929562971207,0.7520731580688936,2,86879,279.0
1210,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi (1983),1983.0,Action|Adventure|Sci-Fi,darth vader|luke skywalker|space opera,196,4.137755102040816,4.1098244529392804,0.8661160348771241,3,86190,1892.0
246,Hoop Dreams,Hoop Dreams (1994),1994.0,Documentary,basketball,29,4.293103448275862,4.105631917172438,0.7620137955644517,1,110057,14275.0
1041,Secrets & Lies,Secrets & Lies (1996),1996.0,Drama,In Netflix queue,11,4.590909090909091,4.100700642627634,0.49082490860702144,1,117589,11159.0
3147,"Green Mile, The","Green Mile, The (1999)",1999.0,Crime|Drama,Stephen King,111,4.148648648648648,4.100116773771272,0.7342113721990003,1,120689,497.0
4011,Snatch,Snatch (2000),2000.0,Comedy|Crime|Thriller,,93,4.155913978494624,4.098176596593654,0.7939256297433327,0,208092,107.0
3275,"Boondock Saints, The","Boondock Saints, The (2000)",2000.0,Action|Crime|Drama|Thriller,,43,4.22093023255814,4.096423324087551,0.5804588248942072,0,144117,8374.0
1178,Paths of Glory,Paths of Glory (1957),1957.0,Drama|War,court|military,12,4.541666666666667,4.095905373931079,0.5418123347254158,2,50825,975.0
5618,Spirited Away (Sen to Chihiro no kamikakushi),Spirited Away (Sen to Chihiro no kamikakushi) (2001),2001.0,Adventure|Animation|Fantasy,anime,87,4.155172413793103,4.09389596721409,0.8008365714138395,1,245429,129.0
908,North by Northwest,North by Northwest (1959),1959.0,Action|Adventure|Mystery|Romance|Thriller,Alfred Hitchcock|Mount Rushmore|imdb top 250,57,4.184210526315789,4.091121406856859,0.777080036713495,3,53125,213.0
7153,"Lord of the Rings: The Return of the King, The","Lord of the Rings: The Return of the King, The (2003)",2003.0,Action|Adventure|Drama|Fantasy,Adventure|Tolkein|Tolkien|ensemble cast|fantasy|fantasy world|great soundtrack|lord of the rings|scenic|stylized,185,4.118918918918919,4.090278416765735,0.849820261635236,10,167260,122.0
4226,Memento,Memento (2000),2000.0,Mystery|Thriller,Backwards. memory|Mindfuck|cerebral|dark|dreamlike|mystery|nonlinear|psychological|psychology|twist ending,159,4.122641509433962,4.089369124122338,0.9048340310994507,13,209144,77.0
177593,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri (2017)",2017.0,Crime|Drama,,8,4.75,4.089059579561921,0.2672612419124244,0,5027774,359940.0
475,In the Name of the Father,In the Name of the Father (1993),1993.0,Drama,Ireland,25,4.3,4.088647436839785,0.6291528696058958,1,107207,7984.0
1199,Brazil,Brazil (1985),1985.0,Fantasy|Sci-Fi,,59,4.177966101694915,4.088441365478715,0.839554027057422,0,88846,68.0
2324,Life Is Beautiful (La Vita è bella),Life Is Beautiful (La Vita è bella) (1997),1997.0,Comedy|Drama|Romance|War,Heartwarming|Holocaust|bittersweet|emotional|poignant|sentimental|tear jerker|tearjerking,88,4.1477272727272725,4.087773328376832,1.037124370192721,8,118799,637.0
608,Fargo,Fargo (1996),1996.0,Comedy|Crime|Drama|Thriller,Coen Brothers|KIDNAPPING|Steve Buscemi|based on a true story|dark comedy,181,4.116022099447513,4.086915857118698,0.8285312838980735,5,116282,275.0
1235,Harold and Maude,Harold and Maude (1971),1971.0,Comedy|Drama|Romance,May-December romance,26,4.288461538461538,4.0861146529300765,0.7095502367426414,1,67185,343.0
1217,Ran,Ran (1985),1985.0,Drama|War,samurai,15,4.433333333333334,4.083917202189694,0.5627314338711379,1,89881,11645.0
1233,"Boot, Das (Boat, The)","Boot, Das (Boat, The) (1981)",1981.0,Action|Drama|War,submarine,40,4.2125,4.081918629643932,0.6783038801644539,1,82096,387.0
4993,"Lord of the Rings: The Fellowship of the Ring, The","Lord of the Rings: The Fellowship of the Ring, The (2001)",2001.0,Adventure|Fantasy,Magic|Tolkein|fantasy|high fantasy|mythology|tolkien|wizards,198,4.106060606060606,4.079777839867405,0.9351368076918685,7,120737,120.0
2019,Seven Samurai (Shichinin no samurai),Seven Samurai (Shichinin no samurai) (1954),1954.0,Action|Adventure|Drama,samurai,48,4.1875,4.07919320793952,0.7553004193062884,1,47478,346.0
6016,City of God (Cidade de Deus),City of God (Cidade de Deus) (2002),2002.0,Action|Adventure|Crime|Drama|Thriller,crime|multiple storylines|not seen|photography|true story|violence,75,4.1466666666666665,4.077547772054198,0.7701058778265903,6,317248,598.0
68157,Inglourious Basterds,Inglourious Basterds (2009),2009.0,Action|Drama|War,Brad Pitt|Christoph Waltz|Quentin Tarantino|black comedy|satire,88,4.136363636363637,4.077464050026316,0.8190521320308775,5,361748,16869.0
1267,"Manchurian Candidate, The","Manchurian Candidate, The (1962)",1962.0,Crime|Thriller|War,assassination|brainwashing,30,4.25,4.077282380834684,0.7740400060943122,2,56218,982.0
3451,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner (1967),1967.0,Drama,Hepburn and Tracy|interracial marriage|prejudice|racism,11,4.545454545454546,4.075700642627633,0.650174801670499,4,61735,1879.0
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)","Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",1966.0,Action|Adventure|Western,spaghetti western,72,4.145833333333333,4.074247072253736,0.8657712510559181,1,60196,429.0
168252,Logan,Logan (2017),2017.0,Action|Sci-Fi,dark|emotional|gritty|heartbreaking|predictible plot,25,4.28,4.073941554486844,0.6467869303977418,5,3315342,263115.0
1228,Raging Bull,Raging Bull (1980),1980.0,Drama,boxing,40,4.1875,4.061510466378626,0.7981348449787359,1,81398,1578.0
1203,12 Angry Men,12 Angry Men (1957),1957.0,Drama,Motivational|claustrophobic|confrontational|court|earnest|good dialogue|great screenplay|gritty|thought-provoking,57,4.149122807017544,4.0608183765538275,1.0131497574779822,9,50083,389.0
541,Blade Runner,Blade Runner (1982),1982.0,Action|Sci-Fi|Thriller,Philip K. Dick|androids|artificial intelligence|atmospheric|cyberpunk|dreamlike|existentialism|future|mindfuck|philosophical|robots|sci-fi,124,4.100806451612903,4.060255735733478,0.9541945028275584,13,83658,78.0
111,Taxi Driver,Taxi Driver (1976),1976.0,Crime|Drama|Thriller,assassination,104,4.105769230769231,4.057646131438519,0.8204695462511792,1,75314,103.0
913,"Maltese Falcon, The","Maltese Falcon, The (1941)",1941.0,Film-Noir|Mystery,statue,44,4.170454545454546,4.056868167029296,0.6282421194702981,1,33870,963.0
3468,"Hustler, The","Hustler, The (1961)",1961.0,Drama,pool,18,4.333333333333333,4.056074550094542,0.7071067811865475,1,54997,990.0
1242,Glory,Glory (1989),1989.0,Drama|War,Civil War,41,4.170731707317073,4.050280257051053,0.6577400331586275,1,97441,9665.0
1222,Full Metal Jacket,Full Metal Jacket (1987),1987.0,Drama|War,Vietnam|anti-war,102,4.098039215686274,4.049675791464438,0.8145922131314713,2,93058,600.0
2360,"Celebration, The (Festen)","Celebration, The (Festen) (1998)",1998.0,Drama,In Netflix queue,12,4.458333333333333,4.048286326312031,0.5822500764406576,1,154420,309.0
951,His Girl Friday,His Girl Friday (1940),1940.0,Comedy|Romance,Screwball,14,4.392857142857143,4.044087515328377,0.5941565265331841,1,32599,3085.0
1704,Good Will Hunting,Good Will Hunting (1997),1997.0,Drama|Romance,heartwarming|inspirational,141,4.078014184397163,4.043426752350351,0.7775503840892666,3,119217,489.0
57669,In Bruges,In Bruges (2008),2008.0,Comedy|Crime|Drama|Thriller,Colin Farrell|Ralph Fiennes|black comedy|dark comedy|drugs|friendship|irreverent|stylized,41,4.158536585365853,4.0402802570510525,0.6748983663323307,8,780536,8321.0
3435,Double Indemnity,Double Indemnity (1944),1944.0,Crime|Drama|Film-Noir,Insurance,17,4.323529411764706,4.039000494328948,0.7058057556480268,1,36775,996.0
2502,Office Space,Office Space (1999),1999.0,Comedy|Crime,stapler|workplace,94,4.090425531914893,4.038970998568472,0.8097615670493038,2,151804,1542.0
1258,"Shining, The","Shining, The (1980)",1980.0,Horror,Horror|Stanley Kubrick|Stephen King|atmospheric|disturbing|jack nicholson|masterpiece|psychological|suspense,109,4.08256880733945,4.038254346208074,0.7622874976136029,9,81505,694.0
1209,Once Upon a Time in the West (C'era una volta il West),Once Upon a Time in the West (C'era una volta il West) (1968),1968.0,Action|Drama|Western,spaghetti western,18,4.305555555555555,4.037556031576024,0.7304086062103484,1,64116,335.0
1207,To Kill a Mockingbird,To Kill a Mockingbird (1962),1962.0,Drama,Harper Lee|racism,58,4.120689655172414,4.037522579888845,0.8650643664703344,2,56592,595.0
79132,Inception,Inception (2010),2010.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,Leonardo DiCaprio|action|alternate reality|big budget|cerebral|clever|complicated|dead wife|dreamlike|great soundtrack|heist|intellectual|mindfuck|philosophy|psychological|psychology|sci-fi|surreal|suspense|thought-provoking|visually appealing,143,4.066433566433567,4.032986926661531,0.9609226827615431,26,1375666,27205.0
2858,American Beauty,American Beauty (1999),1999.0,Drama|Romance,,204,4.056372549019608,4.032929637805411,0.9702513911360044,0,169547,14.0
926,All About Eve,All About Eve (1950),1950.0,Drama,Hollywood,24,4.229166666666667,4.030727662198566,0.8843957242668293,1,42192,705.0
